,movie_id,averagerating,title,genres,domestic_gross,foreign_gross,total_gross
9312,tt4500922,6.2,Maze Runner: The Death Cure,"Action,Sci-Fi,Thriller",58000000.0,230200000.0,288200000.0
9345,tt4649466,6.8,Kingsman: The Golden Circle,"Action,Adventure,Comedy",100200000.0,310700000.0,410900000.0
9373,tt4731136,6.4,A Cure for Wellness,"Drama,Fantasy,Horror",8100000.0,18500000.0,26600000.0
9516,tt5251328,7.3,One Piece Film: Gold,"Action,Adventure,Animation",424000.0,65800000.0,66224000.0
9606,tt5657428,8.4,Sleepless,Drama,20800000.0,12100000.0,32900000.0
9709,tt6018306,6.9,Last Flag Flying,"Comedy,Drama,War",965000.0,904000.0,1869000.0
9817,tt0398286,7.8,Tangled,"Adventure,Animation,Comedy",200800000.0,391000000.0,591800000.0
9821,tt0471042,6.2,Tower Heist,"Action,Comedy,Crime",78000000.0,74900000.0,152900000.0
9822,tt0472181,5.5,The Smurfs,"Adventure,Animation,Comedy",142600000.0,421100000.0,563700000.0
9823,tt0477080,6.8,Unstoppable,"Action,Thriller",81600000.0,86200000.0,167800000.0
9896,tt4131800,6.1,My Little Pony: The Movie,"Adventure,Animation,Comedy",21900000.0,38400000.0,60300000.0
9917,tt4209788,7.5,Molly's Game,"Biography,Crime,Drama",28800000.0,30500000.0,59300000.0
10164,tt5208216,6.2,Wonderstruck,"Drama,Mystery",1100000.0,2200000.0,3300000.0
10224,tt5495666,7.0,Split,Drama,138300000.0,140200000.0,278500000.0
10352,tt5929754,6.9,Wildlife,Drama,1100000.0,2000000.0,3100000.0
10357,tt5956100,6.1,Tiger Zinda Hai,"Action,Adventure,Thriller",5600000.0,81800000.0,87400000.0
10399,tt6133466,5.1,The First Purge,"Action,Horror,Sci-Fi",69500000.0,67500000.0,137000000.0
10410,tt6152908,3.7,Buddies in India,"Action,Comedy",293000.0,109300000.0,109593000.0
10421,tt6206204,6.7,The Tree,"Drama,Family",71200.0,2100000.0,2171200.0
10436,tt6238896,7.8,Earth: One Amazing Day,"Documentary,Family",81300.0,11600000.0,11681300.0
10454,tt6333056,7.4,City of Ghosts,"Documentary,War",128000.0,100000.0,228000.0
10611,tt0795461,3.5,Scary Movie 5,Comedy,32000000.0,46400000.0,78400000.0
10616,tt0842926,7.0,The Kids Are All Right,"Comedy,Drama,Romance",20800000.0,13900000.0,34700000.0
10617,tt0872230,4.8,My Soul to Take,"Horror,Mystery,Thriller",14700000.0,6200000.0,20900000.0
10618,tt0884732,6.7,The Wedding Ringer,Comedy,64500000.0,15300000.0,79800000.0
10620,tt0944835,6.4,Salt,"Action,Mystery,Thriller",118300000.0,175200000.0,293500000.0
10622,tt0963966,6.1,The Sorcerer's Apprentice,"Action,Adventure,Family",63200000.0,152100000.0,215300000.0
10649,tt1868050,6.8,Mama,Drama,71600000.0,74800000.0,146400000.0
10705,tt1959563,6.9,The Hitman's Bodyguard,"Action,Comedy,Thriller",75500000.0,101100000.0,176600000.0
10709,tt1961562,4.6,The House,"Drama,Mystery,Thriller",25600000.0,8600000.0,34200000.0
10731,tt1991245,5.0,Chernobyl Diaries,"Horror,Mystery,Thriller",18100000.0,19000000.0,37100000.0
10835,tt2126355,6.1,San Andreas,"Action,Adventure,Drama",155200000.0,318800000.0,474000000.0
10884,tt2201083,2.6,Into the Woods,Thriller,128000000.0,85100000.0,213100000.0
11056,tt2404463,6.6,The Heat,"Action,Comedy,Crime",159600000.0,70300000.0,229900000.0
11090,tt2458776,7.4,Bears,Documentary,17800000.0,3500000.0,21300000.0
11102,tt2492664,5.6,May in the Summer,"Comedy,Drama",22000.0,112000.0,134000.0
11164,tt2639254,6.5,A Little Chaos,"Drama,Romance",558000.0,9500000.0,10058000.0
11241,tt2848292,6.4,Pitch Perfect 2,"Comedy,Music",184300000.0,103200000.0,287500000.0
11419,tt3319730,6.0,The Mercy,"Adventure,Biography,Drama",29500.0,4200000.0,4229500.0
11483,tt3483612,6.7,Hamari Adhuri Kahani,"Drama,Romance",235000.0,4200000.0,4435000.0
11486,tt3486626,5.5,The Nut Job 2: Nutty by Nature,"Adventure,Animation,Comedy",28400000.0,36800000.0,65200000.0
11535,tt3628584,5.9,Barbershop: The Next Cut,"Comedy,Drama",54000000.0,1000000.0,55000000.0
11540,tt3660770,7.3,Monkey Kingdom,Documentary,16399999.0,711000.0,17110999.0
11553,tt3691740,6.4,The BFG,"Adventure,Family,Fantasy",55500000.0,127900000.0,183400000.0
11582,tt3760922,6.0,My Big Fat Greek Wedding 2,"Comedy,Romance",59700000.0,29200000.0,88900000.0
11815,tt4603640,7.3,The Silence,Drama,100000.0,132000.0,232000.0
11839,tt4701182,6.9,Bumblebee,"Action,Adventure,Sci-Fi",127200000.0,340800000.0,468000000.0
11939,tt5095030,7.1,Ant-Man and the Wasp,"Action,Adventure,Comedy",216600000.0,406000000.0,622600000.0
12112,tt5745450,5.7,Chef,"Comedy,Drama,Family",31400000.0,14500000.0,45900000.0
12187,tt6045466,6.1,Madame,"Comedy,Drama,Romance",91000.0,5300000.0,5391000.0
12261,tt6246092,7.3,The Judge,Documentary,47100000.0,37300000.0,84400000.0
12267,tt6288250,6.7,Patti Cake$,"Drama,Music",800000.0,682000.0,1482000.0
12325,tt0878835,6.6,Please Give,"Comedy,Drama",4000000.0,280000.0,4280000.0
12327,tt0892791,6.3,Shrek Forever After,"Adventure,Animation,Comedy",238700000.0,513900000.0,752600000.0
12329,tt0935075,7.0,Rabbit Hole,Drama,2200000.0,2900000.0,5100000.0
12347,tt1071875,4.3,Ghost Rider: Spirit of Vengeance,"Action,Fantasy,Thriller",51800000.0,80800000.0,132600000.0
12461,tt2023453,6.3,Diary of a Wimpy Kid: Dog Days,"Comedy,Family",49000000.0,28100000.0,77100000.0
12479,tt2058107,7.1,The Railway Man,"Biography,Drama,Romance",4400000.0,17900000.0,22300000.0
12594,tt2209764,6.3,Transcendence,"Action,Drama,Sci-Fi",23000000.0,80000000.0,103000000.0
12599,tt2215719,5.9,Katy Perry: Part of Me,"Documentary,Music",25300000.0,7400000.0,32700000.0
12636,tt2279339,5.8,Love the Coopers,"Comedy,Fantasy,Romance",26300000.0,16100000.0,42400000.0
12818,tt2636364,7.0,I'm Still Here,"Drama,Romance,Thriller",409000.0,160000.0,569000.0
12886,tt2828996,4.7,A Haunted House 2,"Comedy,Fantasy",17300000.0,6600000.0,23900000.0
12929,tt2975590,6.5,Batman v Superman: Dawn of Justice,"Action,Adventure,Fantasy",330400000.0,543300000.0,873700000.0
12931,tt2978462,6.4,Dolphin Tale 2,"Drama,Family",42000000.0,15800000.0,57800000.0
13003,tt3181822,4.7,The Boy Next Door,"Horror,Thriller",35400000.0,17000000.0,52400000.0
13021,tt3231054,6.3,Risen,"Action,Adventure,Drama",36900000.0,9200000.0,46100000.0
13063,tt3309662,2.1,Jackpot,"Comedy,Thriller",800.0,1100000.0,1100800.0
13168,tt3569230,7.0,Legend,"Biography,Crime,Drama",1900000.0,41100000.0,43000000.0
13228,tt3741834,8.1,Lion,"Biography,Drama",51700000.0,88600000.0,140300000.0
13238,tt3778644,7.0,Solo: A Star Wars Story,"Action,Adventure,Fantasy",213800000.0,179200000.0,393000000.0
13380,tt7668870,7.7,Searching,"Drama,Mystery,Thriller",26000000.0,49400000.0,75400000.0
13579,tt0800369,7.0,Thor,"Action,Adventure,Fantasy",181000000.0,268300000.0,449300000.0
13582,tt0822847,5.7,Priest,"Action,Adventure,Fantasy",29100000.0,49200000.0,78300000.0
13587,tt0892769,8.1,How to Train Your Dragon,"Action,Adventure,Animation",217600000.0,277300000.0,494900000.0
13625,tt1869716,6.8,The East,"Adventure,Drama,Thriller",2300000.0,99700.0,2399700.0
13711,tt2002718,5.6,Machete Kills,"Action,Crime,Sci-Fi",8000000.0,7000000.0,15000000.0
13733,tt2025690,6.8,The Finest Hours,"Action,Drama,History",27600000.0,24500000.0,52100000.0
13806,tt2096672,5.6,Dumb and Dumber To,"Adventure,Comedy",86200000.0,83600000.0,169800000.0
13820,tt2120120,5.6,Pixels,"Action,Comedy,Sci-Fi",78700000.0,166100000.0,244800000.0
13851,tt2170593,7.3,St. Vincent,"Comedy,Drama",44100000.0,10700000.0,54800000.0
13905,tt2234261,5.7,The Love Punch,Comedy,267000.0,4500000.0,4767000.0
13934,tt2281587,6.4,Muppets Most Wanted,"Adventure,Comedy,Crime",51200000.0,29200000.0,80400000.0
13964,tt2321549,6.8,The Babadook,"Drama,Horror",964000.0,9300000.0,10264000.0
13993,tt2358925,5.4,Unfinished Business,"Comedy,Drama",10200000.0,4200000.0,14400000.0
14037,tt2402927,7.2,Carol,"Drama,Romance",12700000.0,27600000.0,40300000.0
14039,tt2404233,5.4,Gods of Egypt,"Action,Adventure,Fantasy",31200000.0,119500000.0,150700000.0
14413,tt3411444,6.7,Ferdinand,"Adventure,Animation,Comedy",84400000.0,211700000.0,296100000.0
14500,tt3631112,6.5,The Girl on the Train,"Crime,Drama,Mystery",208000.0,97100.0,305100.0
14543,tt3731562,6.6,Kong: Skull Island,"Action,Adventure,Fantasy",168100000.0,398600000.0,566700000.0
14783,tt4501244,6.2,Why Him?,Comedy,60300000.0,57800000.0,118100000.0
14849,tt4682786,6.8,Collateral Beauty,"Drama,Romance",31000000.0,57500000.0,88500000.0
15003,tt5286444,7.7,Neerja,"Biography,Drama,Thriller",1600000.0,16000000.0,17600000.0
15083,tt5580390,7.3,The Shape of Water,"Adventure,Drama,Fantasy",63900000.0,131400000.0,195300000.0
15154,tt5886440,6.6,Marrowbone,"Drama,Horror,Thriller",1400.0,12300000.0,12301400.0
15282,tt6421110,4.9,Proud Mary,"Action,Crime,Drama",20900000.0,876000.0,21776000.0
15308,tt0448694,6.6,Puss in Boots,"Action,Adventure,Animation",149300000.0,405700000.0,555000000.0
15310,tt0475290,6.3,"Hail, Caesar!","Comedy,Drama,Music",30500000.0,33100000.0,63600000.0
15311,tt0477302,6.9,Extremely Loud & Incredibly Close,"Adventure,Drama,Mystery",31800000.0,23400000.0,55200000.0
15316,tt1083452,7.4,Eddie the Eagle,"Biography,Comedy,Drama",15800000.0,30400000.0,46200000.0
15319,tt1124037,6.9,Free State of Jones,"Action,Biography,Drama",20800000.0,4200000.0,25000000.0
15327,tt1216492,6.5,Leap Year,"Comedy,Romance",25900000.0,6700000.0,32600000.0
15328,tt1226229,6.4,Get Him to the Greek,"Adventure,Comedy,Music",61000000.0,30300000.0,91300000.0
15329,tt1226753,6.9,The Debt,"Drama,Thriller",31200000.0,14500000.0,45700000.0
15341,tt1278379,6.4,Jack Goes Boating,"Drama,Romance",542000.0,77600.0,619600.0
15342,tt1282140,7.1,Easy A,"Comedy,Drama,Romance",58400000.0,16600000.0,75000000.0
15352,tt1320244,5.6,The Last Exorcism,"Drama,Horror,Thriller",41000000.0,26700000.0,67700000.0
15363,tt1389139,5.1,When the Bough Breaks,"Crime,Drama,Horror",29700000.0,911000.0,30611000.0
15387,tt1450321,7.1,Filth,"Comedy,Crime,Drama",34400.0,8300000.0,8334400.0
15402,tt1478338,6.8,Bridesmaids,"Comedy,Romance",169100000.0,119300000.0,288400000.0
15411,tt1499201,5.8,Anjaana Anjaani,"Comedy,Drama,Musical",855000.0,761000.0,1616000.0
15474,tt1605783,7.7,Midnight in Paris,"Comedy,Fantasy,Romance",56800000.0,94300000.0,151100000.0
15491,tt1622547,6.1,30 Minutes or Less,"Action,Comedy,Crime",37100000.0,3500000.0,40600000.0
15504,tt1636826,6.7,Project X,Comedy,54700000.0,48000000.0,102700000.0
15530,tt1666186,3.4,Vampires Suck,Comedy,36700000.0,43900000.0,80600000.0
15583,tt1706620,7.1,Snowpiercer,"Action,Drama,Sci-Fi",4600000.0,82200000.0,86800000.0
15589,tt1712261,6.3,Triple 9,"Crime,Thriller",12600000.0,10500000.0,23100000.0
15634,tt1753383,7.1,A Dog's Purpose,"Adventure,Comedy,Drama",64500000.0,140500000.0,205000000.0
15648,tt1758830,6.2,This Is 40,"Comedy,Romance",67500000.0,20500000.0,88000000.0
15656,tt1770734,6.2,Shadow Dancer,"Drama,Thriller",101000.0,319000.0,420000.0
16097,tt0464154,5.4,Piranha 3D,"Comedy,Horror",25000000.0,58200000.0,83200000.0
16098,tt0478304,6.8,The Tree of Life,"Drama,Fantasy",13300000.0,41000000.0,54300000.0
16099,tt0491203,6.2,Tulip Fever,"Drama,History,Romance",2500000.0,5900000.0,8400000.0
16102,tt1051904,6.3,Goosebumps,"Adventure,Comedy,Family",80100000.0,70100000.0,150200000.0
16111,tt1133985,5.5,Green Lantern,"Action,Adventure,Sci-Fi",116600000.0,103300000.0,219900000.0
16113,tt1170358,7.8,The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",258399999.0,700000000.0,958399999.0
16120,tt1213641,7.4,First Man,"Biography,Drama,History",44900000.0,60800000.0,105700000.0
16130,tt1258972,5.4,The Man with the Iron Fists,Action,15600000.0,4099999.0,19699999.0
16141,tt1320261,4.9,Gulliver's Travels,"Adventure,Comedy,Family",42800000.0,194600000.0,237400000.0
16144,tt1335975,6.3,47 Ronin,"Action,Adventure,Drama",38400000.0,113400000.0,151800000.0
16170,tt1440728,6.3,The American,"Crime,Drama,Thriller",35600000.0,32299999.0,67899999.0
16171,tt1441326,6.9,Martha Marcy May Marlene,"Drama,Mystery,Thriller",3000000.0,548000.0,3548000.0
16178,tt1458175,7.4,The Next Three Days,"Action,Crime,Drama",21100000.0,46300000.0,67400000.0
16205,tt1549589,5.6,Elles,Drama,158000.0,754000.0,912000.0
16225,tt1584016,7.1,Catfish,"Documentary,Drama,Mystery",3200000.0,242000.0,3442000.0
16240,tt1598822,5.7,New Year's Eve,"Comedy,Romance",54500000.0,87500000.0,142000000.0
16714,tt4540710,7.5,Miss Sloane,"Drama,Thriller",3500000.0,5600000.0,9100000.0
16741,tt4667094,3.5,Fifty Shades of Black,Comedy,11700000.0,10500000.0,22200000.0
16788,tt4877122,3.2,The Emoji Movie,"Adventure,Animation,Comedy",86100000.0,131699999.0,217799999.0
16958,tt5580266,7.3,The Hate U Give,"Crime,Drama",29700000.0,5200000.0,34900000.0
17188,tt6347308,6.6,A Quiet Place,Documentary,188000000.0,152900000.0,340900000.0
17227,tt0433035,7.1,Real Steel,"Action,Drama,Family",85500000.0,213800000.0,299300000.0
17229,tt0493949,6.6,Ramona and Beezus,"Adventure,Comedy,Family",26200000.0,1100000.0,27300000.0
17230,tt0790628,5.9,The Incredible Burt Wonderstone,"Adventure,Comedy,Fantasy",22500000.0,4900000.0,27400000.0
17231,tt0790736,5.6,R.I.P.D.,"Action,Adventure,Comedy",33600000.0,44700000.0,78300000.0
17235,tt0848537,6.7,Epic,"Adventure,Animation,Family",107500000.0,160900000.0,268400000.0
17238,tt0970179,7.5,Hugo,"Adventure,Drama,Family",73900000.0,111900000.0,185800000.0
17244,tt1014763,6.5,Child 44,"Crime,Drama,History",1200000.0,11700000.0,12900000.0
17253,tt1142977,7.0,Frankenweenie,"Animation,Comedy,Family",35300000.0,46200000.0,81500000.0
17263,tt1212428,6.6,The Lost City of Z,"Adventure,Biography,Drama",8600000.0,10700000.0,19300000.0
17264,tt1213663,7.0,The World's End,"Action,Comedy,Sci-Fi",26000000.0,20100000.0,46100000.0
17287,tt1323045,6.2,Frozen,"Adventure,Drama,Sport",400700000.0,875700000.0,1276400000.0
17302,tt1398426,7.9,Straight Outta Compton,"Biography,Drama,History",161200000.0,40400000.0,201600000.0
17322,tt1472584,4.6,Max Steel,"Action,Adventure,Family",3800000.0,2500000.0,6300000.0
17348,tt1538403,5.9,The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",31200000.0,64200000.0,95400000.0
17377,tt1588334,6.5,"Jeff, Who Lives at Home","Comedy,Drama",4300000.0,148000.0,4448000.0
17393,tt1606378,5.3,A Good Day to Die Hard,"Action,Thriller",67300000.0,237300000.0,304600000.0
17400,tt1621045,6.6,Think Like a Man,"Comedy,Romance",91500000.0,4500000.0,96000000.0
17409,tt1631867,7.9,Edge of Tomorrow,"Action,Sci-Fi",100200000.0,270300000.0,370500000.0
17419,tt1646987,5.7,Wrath of the Titans,"Action,Adventure,Fantasy",83700000.0,221600000.0,305300000.0
17428,tt1659337,8.0,The Perks of Being a Wallflower,Drama,17700000.0,15600000.0,33300000.0
17435,tt1667889,6.6,Ice Age: Continental Drift,"Adventure,Animation,Comedy",161300000.0,715900000.0,877200000.0
17528,tt1758692,6.7,Like Crazy,"Drama,Romance",3400000.0,336000.0,3736000.0
17539,tt1772240,5.2,Apollo 18,"Horror,Mystery,Sci-Fi",17700000.0,7900000.0,25600000.0
17541,tt1773109,5.7,Yamla Pagla Deewana,"Action,Comedy,Drama",993000.0,600000.0,1593000.0
17577,tt1800741,6.5,Step Up Revolution,"Drama,Music,Romance",35100000.0,105400000.0,140500000.0
17623,tt1840309,6.7,Divergent,"Action,Adventure,Mystery",150900000.0,137900000.0,288800000.0
17663,tt3722070,6.7,The Lady in the Van,"Biography,Comedy,Drama",10000000.0,31400000.0,41400000.0
17671,tt3750872,7.2,The Wife,Drama,9600000.0,8600000.0,18200000.0
17731,tt3922818,6.4,The Space Between Us,"Adventure,Drama,Romance",7900000.0,6900000.0,14800000.0
17820,tt4218696,6.2,The Wall,"Action,Drama,Thriller",1800000.0,2700000.0,4500000.0
17846,tt4326444,7.1,Julieta,"Drama,Mystery,Romance",1500000.0,21000000.0,22500000.0
17949,tt4741754,6.6,The Call,Thriller,51900000.0,16700000.0,68600000.0
18017,tt5027774,8.2,"Three Billboards Outside Ebbing, Missouri","Crime,Drama",54500000.0,104700000.0,159200000.0
18325,tt6180144,7.1,Joy,Drama,56500000.0,44700000.0,101200000.0
18327,tt6182908,6.7,Smallfoot,"Adventure,Animation,Comedy",83200000.0,130900000.0,214100000.0
18354,tt6294822,7.2,The Post,"Biography,Drama,History",81900000.0,97900000.0,179800000.0
18658,tt2221640,7.0,Now You See Me,"Drama,Horror,Thriller",117700000.0,234000000.0,351700000.0
18741,tt2334649,7.5,Fruitvale Station,"Biography,Drama,Romance",16100000.0,1300000.0,17400000.0
18793,tt2387433,6.3,Dark Skies,"Horror,Sci-Fi,Thriller",17400000.0,9000000.0,26400000.0
18870,tt2557490,6.1,A Million Ways to Die in the West,"Comedy,Western",43100000.0,44100000.0,87200000.0
18873,tt2561572,6.0,Get Hard,"Comedy,Crime",90400000.0,21400000.0,111800000.0
18967,tt2870708,6.7,Wish I Was Here,"Comedy,Drama",3600000.0,1900000.0,5500000.0
18968,tt2872732,6.4,Lucy,"Action,Sci-Fi,Thriller",126700000.0,336700000.0,463400000.0
19010,tt2967006,6.6,The Trip to Italy,"Comedy,Drama",2900000.0,3000000.0,5900000.0
19016,tt2980648,7.3,The Hundred-Foot Journey,"Comedy,Drama",54200000.0,34600000.0,88800000.0
19022,tt3007030,8.0,Instructions Not Included,"Comedy,Romance",44500000.0,54600000.0,99100000.0
19043,tt3062096,6.2,Inferno,"Action,Adventure,Crime",34300000.0,185700000.0,220000000.0
19107,tt3216348,5.3,Incarnate,"Horror,Thriller",4800000.0,1500000.0,6300000.0
19129,tt3263904,7.5,Sully,"Biography,Drama",125100000.0,115700000.0,240800000.0
19170,tt3397884,7.6,Sicario,"Action,Crime,Drama",46900000.0,38000000.0,84900000.0
19235,tt3530002,6.4,The Night Before,"Adventure,Comedy,Fantasy",43000000.0,9300000.0,52300000.0
19345,tt7040874,6.9,A Simple Favor,"Comedy,Crime,Drama",53500000.0,44100000.0,97600000.0
19452,tt7784604,7.3,Hereditary,"Drama,Horror,Mystery",44100000.0,35300000.0,79400000.0
19640,tt1194417,6.2,Casino Jack,"Biography,Comedy,Crime",1000000.0,40700.0,1040700.0
19642,tt1204342,7.1,The Muppets,"Adventure,Comedy,Family",88600000.0,76600000.0,165200000.0
19643,tt1212450,7.3,Lawless,"Crime,Drama",37400000.0,16300000.0,53700000.0
19644,tt1222817,5.2,Zookeeper,"Comedy,Family,Romance",80400000.0,89500000.0,169900000.0
19661,tt1313092,7.3,Animal Kingdom,"Crime,Drama",1000000.0,5700000.0,6700000.0
19674,tt1371155,7.2,Made in Dagenham,"Biography,Comedy,Drama",1100000.0,11300000.0,12400000.0
19679,tt1385867,5.6,Cop Out,"Action,Comedy,Crime",44900000.0,10700000.0,55600000.0
19685,tt1408253,6.2,Ride Along,"Action,Comedy,Crime",134900000.0,19500000.0,154400000.0
19694,tt1449283,7.2,Winnie the Pooh,"Adventure,Animation,Comedy",26700000.0,23200000.0,49900000.0
19699,tt1462041,6.0,Dream House,"Drama,Mystery,Thriller",21300000.0,17200000.0,38500000.0
19714,tt1496025,6.4,Underworld Awakening,"Action,Fantasy,Horror",62300000.0,97800000.0,160100000.0
19745,tt1560747,7.1,The Master,Drama,16399999.0,11900000.0,28299999.0
19755,tt1568338,6.6,Man on a Ledge,"Action,Adventure,Crime",18600000.0,27600000.0,46200000.0
19774,tt1596365,6.4,The Woman in Black,"Drama,Fantasy,Horror",54300000.0,73400000.0,127700000.0
19776,tt1598778,6.6,Contagion,"Action,Drama,Thriller",75700000.0,59800000.0,135500000.0
19787,tt1613750,7.2,Kon-Tiki,"Adventure,History",1500000.0,21300000.0,22800000.0
19792,tt1616195,6.6,J. Edgar,"Biography,Crime,Drama",37300000.0,47600000.0,84900000.0
19818,tt1648190,5.7,The Dark Tower,"Action,Adventure,Fantasy",50700000.0,62500000.0,113200000.0
19868,tt1702439,6.7,Safe Haven,"Drama,Romance,Thriller",71300000.0,26200000.0,97500000.0
19888,tt1735898,6.1,Snow White and the Huntsman,"Action,Adventure,Drama",155300000.0,241300000.0,396600000.0
19926,tt1781922,6.8,No Escape,"Action,Thriller",27300000.0,27100000.0,54400000.0
19932,tt1791682,6.3,While We're Young,"Comedy,Drama,Mystery",7600000.0,9700000.0,17300000.0
20048,tt1935179,7.4,Mud,Drama,21600000.0,11000000.0,32600000.0
20071,tt1976009,6.0,Victor Frankenstein,"Drama,Horror,Sci-Fi",5800000.0,28500000.0,34300000.0
20104,tt2024544,8.1,12 Years a Slave,"Biography,Drama,History",56700000.0,131100000.0,187800000.0
20218,tt2177771,6.1,The Monuments Men,"Comedy,Drama,History",78000000.0,77000000.0,155000000.0
20219,tt2178941,7.2,Barbara,Drama,1000000.0,3100000.0,4100000.0
20275,tt2235779,5.1,The Quiet Ones,"Horror,Mystery,Thriller",8500000.0,9300000.0,17800000.0
20385,tt2378507,7.2,The Glass Castle,"Biography,Drama",17300000.0,4600000.0,21900000.0
20474,tt2515034,5.8,The Gunman,"Action,Crime,Drama",10700000.0,13500000.0,24200000.0
20540,tt2671706,7.2,Fences,Drama,57700000.0,6700000.0,64400000.0
20727,tt3289956,6.8,The Autopsy of Jane Doe,"Horror,Mystery,Thriller",10500.0,6000000.0,6010500.0
20768,tt3393786,6.1,Jack Reacher: Never Go Back,"Action,Thriller",58700000.0,103400000.0,162100000.0
20985,tt3949660,6.0,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",82100000.0,163600000.0,245700000.0
21277,tt0485985,5.9,Red Tails,"Action,Adventure,Drama",49900000.0,489000.0,50389000.0
21279,tt0491152,5.9,Something Borrowed,"Comedy,Drama,Romance",39000000.0,21100000.0,60100000.0
21283,tt0790663,7.5,The First Grader,"Biography,Drama,Romance",332000.0,382000.0,714000.0
21284,tt0804497,7.1,It's Kind of a Funny Story,"Comedy,Drama,Romance",6400000.0,128000.0,6528000.0
21287,tt0815236,6.4,She's Out of My League,"Comedy,Romance",32000000.0,17800000.0,49800000.0
21292,tt0893412,5.6,From Prada to Nada,"Comedy,Drama,Romance",3000000.0,123000.0,3123000.0
21295,tt0954947,6.1,The Killer Inside Me,"Crime,Drama,Horror",217000.0,3800000.0,4017000.0
21330,tt1841542,7.5,Chillar Party,"Comedy,Drama,Family",6300.0,826000.0,832300.0
21337,tt1843866,7.8,Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi",259800000.0,454500000.0,714300000.0
21411,tt1954315,6.8,Borgman,"Drama,Horror,Mystery",57500.0,952000.0,1009500.0
21455,tt2017038,6.9,All Is Lost,"Action,Adventure,Drama",6300000.0,7400000.0,13700000.0
21514,tt2103254,4.9,Tammy,"Comedy,Romance",84500000.0,16000000.0,100500000.0
21638,tt2267968,7.1,Kung Fu Panda 3,"Action,Adventure,Animation",143500000.0,377600000.0,521100000.0
21646,tt2279373,6.0,The SpongeBob Movie: Sponge Out of Water,"Adventure,Animation,Comedy",163000000.0,162200000.0,325200000.0
21659,tt2296777,5.1,Sherlock Gnomes,"Adventure,Animation,Comedy",43200000.0,47100000.0,90300000.0
21728,tt2387559,6.4,Delivery Man,"Comedy,Drama",30700000.0,19300000.0,50000000.0
21762,tt2431286,7.6,Philomena,"Biography,Comedy,Drama",37700000.0,62400000.0,100100000.0
21900,tt2854926,6.5,Tag,Comedy,54700000.0,23400000.0,78100000.0
21903,tt2873282,6.6,Red Sparrow,"Action,Drama,Thriller",46900000.0,104700000.0,151600000.0
21956,tt3072482,6.7,Hardcore Henry,"Action,Adventure,Sci-Fi",9300000.0,7600000.0,16900000.0
22053,tt3316948,6.1,American Ultra,"Action,Comedy,Sci-Fi",14400000.0,12700000.0,27100000.0
22058,tt3319920,5.7,Regression,"Crime,Horror,Mystery",55000.0,17600000.0,17655000.0
22222,tt3754940,7.3,Truman,"Comedy,Drama",211000.0,8800000.0,9011000.0
22410,tt4370382,6.1,Cairo Time,"Comedy,Drama,Romance",1600000.0,391000.0,1991000.0
22469,tt4572514,7.4,Patriots Day,"Action,Crime,Drama",31900000.0,18700000.0,50600000.0
22522,tt4824302,5.7,Mother's Day,"Comedy,Drama,Romance",32500000.0,15900000.0,48400000.0
22618,tt5175450,6.4,Mark Felt: The Man Who Brought Down the White House,"Biography,Drama,History",769000.0,3600000.0,4369000.0
22876,tt6217804,3.8,Tyler Perry's Boo 2! A Madea Halloween,"Comedy,Drama,Horror",47300000.0,1000000.0,48300000.0
23329,tt0770703,6.1,What's Your Number?,"Comedy,Romance",14000000.0,16399999.0,30399999.0
23330,tt0810913,3.3,Jack and Jill,Comedy,74200000.0,75500000.0,149700000.0
23340,tt1007029,6.4,The Iron Lady,"Biography,Drama",30000000.0,84900000.0,114900000.0
23375,tt3774114,7.3,Snowden,"Biography,Drama,Thriller",21600000.0,15700000.0,37300000.0
23871,tt5502766,6.1,Phillauri,"Comedy,Drama,Fantasy",468000.0,5000000.0,5468000.0
23888,tt5565254,4.2,Wetlands,"Crime,Drama,Thriller",59500.0,10500000.0,10559500.0
23915,tt5664636,5.6,Goosebumps 2: Haunted Halloween,"Adventure,Comedy,Family",46700000.0,46600000.0,93300000.0
23932,tt5734576,5.2,The Possession of Hannah Grace,"Horror,Mystery,Thriller",14800000.0,28200000.0,43000000.0
23955,tt5834262,6.1,Hotel Artemis,"Action,Drama,Sci-Fi",6700000.0,6000000.0,12700000.0
23995,tt5935704,7.0,Padmaavat,"Drama,History,Romance",11800000.0,11100000.0,22900000.0
24158,tt0472399,6.6,The Mechanic,"Action,Crime,Thriller",29100000.0,47000000.0,76100000.0
24402,tt4465564,4.6,Fifty Shades Darker,"Drama,Romance",114600000.0,267000000.0,381600000.0
24403,tt4467734,3.0,The Lady,Drama,355000.0,3400000.0,3755000.0
24901,tt6306064,6.6,Adrift,"Action,Adventure,Biography",31400000.0,28500000.0,59900000.0
24920,tt0816692,8.6,Interstellar,"Adventure,Drama,Sci-Fi",188000000.0,489400000.0,677400000.0
24926,tt0947810,6.8,Green Zone,"Action,Drama,Thriller",35100000.0,59800000.0,94900000.0
24945,tt1049402,6.8,Howl,"Biography,Drama,Romance",617000.0,566000.0,1183000.0
24947,tt1053424,6.3,Repo Men,"Action,Crime,Sci-Fi",13800000.0,4600000.0,18400000.0
